 x	 y		value_r		value_g			m_r5		m_g5
336	345		3.42188		1.51367		26.4586578223		27.4410460133
337	292		0.891602		0.328125		24.7761214681		25.9951661533
341	193		8.70312		3.79688		27.8715923302		28.7580534586
343	176		23.6562		6.125		27.9285238768		29.1325554166
344	324		10.9062		4.9375		28.4931440763		29.1948948397
344	351		4.26562		2.70312		27.0295571487		27.8521618572
345	312		11.5469		6.36719		27.6876378411		28.4718027656
348	197		1.29492		0.19458		24.5360315597		25.9798680351
348	331		27.9688		17.5938		30.2622592962		30.6300562648
354	326		31.8125		20.3438		30.3253458557		30.7715038144
358	66		3.67969		0.780273		25.9881743165		27.4043876669
362	69		0.533203		0.110718		24.3546627977		25.6195492665
363	448		15.6562		8.07812		27.9792310645		29.0238168846
363	74		1.77148		0.631836		25.5318913375		26.6277009884
364	122		14.125		7.21875		28.2769669859		29.2421277974
364	160		44.875		17.0625		29.1117071823		29.89057598
372	215		22.4062		7.42969		28.3356388741		29.101713188
373	127		3.95703		1.6543		26.5418310502		27.4380754021
373	90		6.85156		2.99609		27.1408260703		27.8482836912
375	265		21.375		6.03906		27.9638822225		29.3042852401
379	264		8.3125		1.20703		26.2557720119		28.1159577792
379	92		1.82422		0.822266		26.0143990651		26.9752364485
380	162		1.39062		0.316406		25.1553015692		26.60801896
385	216		2.71875		1.47656		26.1184923587		26.9728699529
397	304		4.51562		1.01562		26.1047690037		27.3331172226
402	66		15.7188		8.98438		28.1251923815		29.0387734099
405	206		0.81543		0.464355		25.1969104374		25.9257088319
406	270		2.76562		0.696289		25.926428972		27.0759160129
407	121		20.7188		26.125		30.2166103288		30.4419360465
408	22		1.43164		0.75		25.4500652557		26.4561822689
410	188		3.33594		0.662109		25.4558833581		26.8590443307
418	27		0.886719		0.0992432		24.290970434		25.6845485994
421	271		2.62891		1.59375		26.1252067056		26.9894553856
423	198		3.90234		0.666016		25.5980362364		27.2514605672
424	16		10.375		4.61719		27.2739296372		28.0979221896
425	211		2.53125		0.794922		25.6870679407		27.0552322361
430	78		1.16797		0.487305		25.0483548398		26.0863600827
435	29		5.75781		2.3125		26.8186839594		27.7569187745
435	348		54.0625		15.2188		28.7892677838		29.8615657699
436	75		4.92188		1.32422		26.2900362576		27.3779876995
454	138		17.4062		10.3438		28.2696724355		29.167875277
467	112		15.1875		4.13281		27.6426999208		28.6546160358
473	70		28.9688		57.25		30.0386593943		30.4100525311
491	11		4.21094		2.65625		26.6818807685		27.6335269448
52	220		9.875		4.3125		27.582612373		28.5990951828
56	203		28.8438		42.5625		30.9073478272		30.9447954221
60	210		21.4688		13.125		28.6809628127		29.3213561912
62	207		1.67188		0.90625		27.2302511874		27.8013551426
86	264		6.03906		3.60938		27.5870495858		28.3194350751
94	383		21.5		16.0312		28.7746826971		29.1329560719
cielo: -0.0798906
